#obj1,#con1,#con2,#var1,#var2,#Gen,#Eval
-0.98000002,0.01298781,0.28513919,0.475959979423797,0.0916004019424283,20,3833
-0.98000002,0.01306675,0.28531752,0.47596095228829,0.0915996125358528,20,3870
-0.98000002,0.01217982,0.28446526,0.475963764055625,0.0916084815284288,22,4233
-0.98000002,0.0119916,0.28378077,0.475958349177914,0.0916103636767382,23,4408
-0.98000002,0.01212574,0.28408137,0.475959973435094,0.0916090222536848,24,4608
-0.98000002,0.01293931,0.28560305,0.475966226269352,0.0916008868593297,24,4630
-0.98000002,0.01044579,0.28143231,0.475952947585117,0.0916258212892213,24,4686
-0.98000002,0.01231382,0.28426011,0.475959353388334,0.0916071415389402,24,4688
-0.98000002,0.01139533,0.28252686,0.475952111261291,0.091616326214854,25,4898
-0.98000002,0.01261442,0.2847198,0.475960439789493,0.0916041356656005,26,5010
-0.98000002,0.01212772,0.28400513,0.47595903449892,0.0916090025616463,26,5015
-0.98000002,0.01270454,0.28486638,0.475960870040485,0.0916032344923012,26,5025
-0.98000002,0.01115547,0.28240314,0.475954145982991,0.0916187246381595,26,5033
-0.98000002,0.01314309,0.28502743,0.475956371991258,0.0915988491630262,26,5073
-0.98000002,0.01275583,0.28439895,0.475954539698991,0.0916027216838465,26,5098
-0.98000002,0.01306725,0.28515433,0.475958997060409,0.0915996075426761,26,5099
-0.98000002,0.01252125,0.2841884,0.475955460683898,0.0916050673639349,27,5273
-0.98000002,0.01326116,0.28627105,0.475969488060705,0.0915976684662252,28,5410
-0.98000002,0.0123401,0.28479134,0.475965309871645,0.0916068787924435,28,5413
-0.98000002,0.01302081,0.28516273,0.475959777244515,0.0916000719158296,28,5426
-0.98000002,0.01138536,0.28253774,0.475952387021765,0.0916164258634165,28,5432
-0.98000002,0.0131664,0.28495897,0.475955213538778,0.0915986161065125,28,5433
-0.98000002,0.0127723,0.28452851,0.475955844885645,0.0916025569009744,28,5473
-0.98000002,0.01281392,0.28621164,0.475975326663712,0.0916021407400566,28,5479
-0.98000002,0.01074158,0.2820188,0.475955617851925,0.0916228634624855,28,5492
-0.98000002,0.01300536,0.28673422,0.475978761770242,0.0916002263898634,28,5499
-0.98000002,0.0127597,0.28569967,0.475970009171596,0.0916026828818901,29,5626
-0.98000002,0.01308618,0.28468865,0.475953161126479,0.0915994181743607,29,5660
-0.98000002,0.01169661,0.28346307,0.475958875534656,0.091613313413872,29,5675
-0.98000002,0.01306305,0.28656068,0.475975845795034,0.0915996495569225,29,5679
-0.98000002,0.01329502,0.28718501,0.475979902093035,0.0915973299299035,29,5692
-0.98000002,0.01173064,0.2835943,0.475959943933753,0.0916129732057799,30,5806
-0.98000002,0.01193603,0.28351422,0.475955981067991,0.0916109193612325,30,5823
-0.98000002,0.01194963,0.28376365,0.475958759224708,0.0916107833358869,30,5824
-0.98000002,0.01277137,0.28555374,0.475968096368682,0.0916025661988849,30,5826
-0.98000002,0.01278919,0.28510339,0.475962459905754,0.0916023880532034,30,5828
-0.98000002,0.01291214,0.28502603,0.475959736348787,0.0916011585361994,30,5829
-0.98000002,0.01316422,0.28559029,0.475962781334242,0.0915986378650445,30,5833
-0.98000002,0.01220611,0.28402354,0.47595810653975,0.0916082186119391,30,5836
-0.98000002,0.01325859,0.28632559,0.475970176698773,0.0915976941810071,30,5845
-0.98000002,0.01265869,0.28489489,0.47596188159229,0.0916036929532471,30,5853
