#obj1,#con1,#con2,#var1,#var2,#Gen,#Eval
-0.79333335,0.00666667,0.27366067,0.841638612015684,0.0836972100851388,26,5011
-0.79333335,0.00666667,0.27366067,0.841638612015684,0.0836972100851388,27,5211
-0.79333335,0.00666667,0.27366068,0.841638612060852,0.0836972101117212,28,5407
-0.79333335,0.00666667,0.27366067,0.841638612015684,0.0836972100851388,28,5411
-0.79333335,0.00666667,0.27366069,0.841638612084491,0.0836972100701585,28,5431
-0.79333335,0.00666667,0.27366069,0.841638612130179,0.0836972100343062,28,5441
-0.79333335,0.00666667,0.2736607,0.841638612159247,0.0836972100780988,28,5461
-0.79333335,0.00666667,0.27366068,0.841638612044989,0.0836972100898593,29,5607
-0.79333335,0.00666667,0.27366067,0.841638612015684,0.0836972100851388,29,5611
-0.79333335,0.00666667,0.27366068,0.841638612079399,0.0836972101162715,29,5618
-0.79333335,0.00666667,0.27366071,0.841638612199097,0.0836972100680887,29,5623
-0.79333335,0.00666667,0.27366067,0.841638612017463,0.0836972100775434,29,5631
-0.79333335,0.00666667,0.27366067,0.841638611971515,0.0836972100827786,29,5642
-0.79333335,0.00666667,0.27366067,0.841638612027007,0.083697210129233,29,5655
-0.79333335,0.00666667,0.27366068,0.841638612068894,0.0836972100839935,29,5661
-0.79333335,0.00666667,0.27366067,0.841638612012323,0.0836972100873631,29,5694
-0.79333335,0.00666667,0.27366071,0.841638612200322,0.0836972100738308,30,5805
-0.79333335,0.00666667,0.27366067,0.841638612031575,0.0836972100826423,30,5807
-0.79333335,0.00666667,0.27366067,0.841638612015684,0.0836972100851388,30,5811
-0.79333335,0.00666667,0.27366069,0.841638612100036,0.0836972100849597,30,5812
-0.79333335,0.00666667,0.2736607,0.841638612156362,0.0836972100548852,30,5817
-0.79333335,0.00666667,0.27366068,0.841638612083099,0.0836972100667273,30,5818
-0.79333335,0.00666667,0.27366069,0.841638612104458,0.0836972100807549,30,5823
-0.79333335,0.00666667,0.27366067,0.84163861198607,0.0836972100797505,30,5831
-0.79333335,0.00666667,0.27366067,0.841638612020877,0.0836972100716671,30,5841
-0.79333335,0.00666667,0.27366068,0.8416386120393,0.0836972100821338,30,5842
-0.79333335,0.00666667,0.27366068,0.841638612073648,0.0836972100653703,30,5851
-0.79333335,0.00666667,0.27366067,0.841638612021794,0.0836972100936002,30,5855
-0.79333335,0.00666667,0.27366067,0.841638612000503,0.0836972100867776,30,5861
-0.79333335,0.00666667,0.27366067,0.841638611969483,0.0836972100643097,30,5865
-0.79333335,0.00666667,0.27366068,0.841638612054327,0.0836972100874191,30,5875
-0.79333335,0.00666667,0.27366069,0.841638612112936,0.0836972100317351,30,5879
-0.79333335,0.00666667,0.27366073,0.841638612250166,0.0836972100862294,30,5883
-0.79333335,0.00666667,0.27366066,0.841638611986491,0.0836972101448258,30,5890
-0.79333335,0.00666667,0.27366067,0.841638612038282,0.0836972100959258,30,5893
-0.79333335,0.00666667,0.27366069,0.841638612084192,0.0836972100855032,30,5894
-0.79333335,0.00666667,0.27366069,0.841638612098823,0.0836972100825393,31,6005
-0.79333335,0.00666667,0.27366067,0.841638612019996,0.0836972100837207,31,6007
-0.79333335,0.00666667,0.27366074,0.841638612285194,0.0836972100794652,31,6010
-0.79333335,0.00666667,0.27366067,0.841638612015684,0.0836972100851388,31,6011
-0.79333335,0.00666667,0.27366067,0.841638612021826,0.0836972100849909,31,6012
-0.79333335,0.00666667,0.27366068,0.841638612040413,0.0836972100677499,31,6017
-0.79333335,0.00666667,0.27366068,0.841638612051952,0.0836972100790269,31,6018
-0.79333335,0.00666667,0.27366068,0.841638612055719,0.0836972100842975,31,6023
-0.79333335,0.00666667,0.27366071,0.841638612188964,0.0836972100871782,31,6024
-0.79333335,0.00666667,0.27366073,0.841638612271571,0.0836972100853089,31,6027
-0.79333335,0.00666667,0.27366067,0.841638611995846,0.0836972100839143,31,6031
-0.79333335,0.00666667,0.27366067,0.841638612017145,0.08369721008141,31,6041
-0.79333335,0.00666667,0.27366067,0.841638612034395,0.0836972100830407,31,6042
-0.79333335,0.00666667,0.27366067,0.841638612022637,0.0836972101108143,31,6045
-0.79333335,0.00666667,0.27366067,0.841638611985274,0.0836972100923558,31,6048
-0.79333335,0.00666667,0.27366074,0.841638612279357,0.0836972100803727,31,6050
-0.79333335,0.00666667,0.27366068,0.841638612071447,0.0836972100777767,31,6051
-0.79333335,0.00666667,0.27366067,0.841638612018367,0.0836972100906879,31,6055
-0.79333335,0.00666667,0.27366067,0.841638612012214,0.0836972100857169,31,6061
-0.79333335,0.00666667,0.27366067,0.841638612015101,0.0836972100461583,31,6062
-0.79333335,0.00666667,0.27366067,0.84163861201001,0.0836972100667909,31,6065
-0.79333335,0.00666667,0.27366067,0.8416386120315,0.083697210085828,31,6075
-0.79333335,0.00666667,0.27366068,0.841638612039156,0.0836972100697079,31,6076
-0.79333335,0.00666667,0.27366066,0.841638611960351,0.0836972100825929,31,6077
-0.79333335,0.00666667,0.27366069,0.841638612106799,0.0836972100397208,31,6079
-0.79333335,0.00666667,0.2736607,0.841638612138188,0.0836972100860652,31,6083
-0.79333335,0.00666667,0.27366067,0.841638611986719,0.0836972101093054,31,6090
-0.79333335,0.00666667,0.27366067,0.841638612025809,0.0836972100859465,31,6093
-0.79333335,0.00666667,0.27366068,0.84163861205375,0.0836972100854641,31,6094
-0.79333335,0.00666667,0.27366067,0.841638612003156,0.0836972101271636,31,6097
-0.79333335,0.00666667,0.27366074,0.841638612306677,0.0836972100865152,31,6098
-0.79333335,0.00666667,0.2736607,0.841638612143152,0.0836972100829143,32,6205
-0.79333335,0.00666667,0.27366067,0.841638612013905,0.0836972100840627,32,6207
-0.79333335,0.00666667,0.27366074,0.841638612303587,0.0836972100852984,32,6208
-0.79333335,0.00666667,0.27366067,0.841638612015684,0.0836972100851388,32,6211
-0.79333335,0.00666667,0.27366068,0.841638612046464,0.0836972100851299,32,6212
-0.79333335,0.00666667,0.27366067,0.841638611972143,0.0836972100674251,32,6217
-0.79333335,0.00666667,0.27366067,0.841638612015756,0.0836972100845042,32,6218
-0.79333335,0.00666667,0.27366067,0.841638611998399,0.0836972100860958,32,6223
-0.79333335,0.00666667,0.27366069,0.841638612097457,0.0836972100867552,32,6224
-0.79333335,0.00666667,0.27366069,0.841638612089858,0.0836972100853394,32,6227
-0.79333335,0.00666667,0.27366067,0.841638611996319,0.0836972100822111,32,6231
-0.79333335,0.00666667,0.27366068,0.841638612053305,0.0836972100485326,32,6235
-0.79333335,0.00666667,0.27366067,0.841638612015847,0.0836972100684474,32,6236
-0.79333335,0.00666667,0.27366067,0.841638612015892,0.0836972100884481,32,6241
-0.79333335,0.00666667,0.27366067,0.841638612017045,0.0836972100853864,32,6242
-0.79333335,0.00666667,0.27366067,0.841638612018093,0.083697210088409,32,6248
-0.79333335,0.00666667,0.27366075,0.84163861233581,0.0836972100934618,32,6250
-0.79333335,0.00666667,0.27366067,0.841638612026694,0.0836972100715744,32,6251
-0.79333335,0.00666667,0.27366067,0.841638612015759,0.0836972100909276,32,6255
-0.79333335,0.00666667,0.27366067,0.841638612021115,0.0836972100861149,32,6261
-0.79333335,0.00666667,0.27366067,0.84163861201546,0.0836972100519639,32,6262
-0.79333335,0.00666667,0.27366067,0.841638611997029,0.0836972100758534,32,6265
-0.79333335,0.00666667,0.2736607,0.841638612137565,0.0836972100840116,32,6268
-0.79333335,0.00666667,0.27366071,0.841638612187231,0.0836972100853571,32,6271
-0.79333335,0.00666667,0.27366067,0.841638612014887,0.0836972100853362,32,6275
-0.79333335,0.00666667,0.27366068,0.841638612079669,0.0836972100646504,32,6276
-0.79333335,0.00666667,0.27366067,0.841638612034708,0.0836972100672488,32,6279
-0.79333335,0.00666667,0.27366067,0.841638612030076,0.0836972100857908,32,6283
-0.79333335,0.00666667,0.27366066,0.841638611948467,0.0836972100982737,32,6288
-0.79333335,0.00666667,0.27366067,0.841638611997144,0.0836972100880512,32,6290
-0.79333335,0.00666667,0.27366067,0.841638612023188,0.0836972101134757,32,6291
-0.79333335,0.00666667,0.27366067,0.841638612019378,0.0836972100499001,32,6292
-0.79333335,0.00666667,0.27366067,0.841638612010126,0.0836972100831655,32,6293
-0.79333335,0.00666667,0.27366068,0.841638612064691,0.0836972100853096,32,6294
-0.79333335,0.00666667,0.2736607,0.841638612144558,0.0836972100849631,32,6298
-0.79333335,0.00666667,0.2736607,0.841638612124344,0.0836972100846622,33,6405
-0.79333335,0.00666667,0.27366067,0.84163861202293,0.0836972100605976,33,6406
-0.79333335,0.00666667,0.27366067,0.841638612014584,0.0836972100848608,33,6407
-0.79333335,0.00666667,0.27366073,0.841638612245953,0.0836972100852025,33,6408
-0.79333335,0.00666667,0.27366073,0.84163861224605,0.0836972100966009,33,6409
-0.79333335,0.00666667,0.27366067,0.841638612015684,0.0836972100851388,33,6411
-0.79333335,0.00666667,0.27366067,0.841638612029336,0.0836972100851382,33,6412
-0.79333335,0.00666667,0.27366067,0.841638612016788,0.0836972100771418,33,6415
-0.79333335,0.00666667,0.27366067,0.841638612012456,0.0836972100738012,33,6417
-0.79333335,0.00666667,0.27366067,0.84163861201575,0.0836972100849552,33,6418
-0.79333335,0.00666667,0.27366066,0.841638611951159,0.0836972100851605,33,6421
-0.79333335,0.00666667,0.27366067,0.841638612004573,0.0836972100856489,33,6423
-0.79333335,0.00666667,0.27366068,0.841638612044373,0.0836972100851495,33,6424
-0.79333335,0.00666667,0.27366068,0.841638612060586,0.0836972100852503,33,6427
-0.79333335,0.00666667,0.27366069,0.841638612114845,0.0836972101020562,33,6429
-0.79333335,0.00666667,0.27366067,0.841638612000463,0.0836972100831562,33,6431
-0.79333335,0.00666667,0.27366067,0.841638612029691,0.0836972100599781,33,6435
-0.79333335,0.00666667,0.27366067,0.841638612015706,0.0836972100760015,33,6436
-0.79333335,0.00666667,0.27366067,0.841638612015831,0.0836972100879936,33,6441
-0.79333335,0.00666667,0.27366067,0.841638612016618,0.0836972100853018,33,6442
-0.79333335,0.00666667,0.27366071,0.841638612181711,0.0836972100884856,33,6444
-0.79333335,0.00666667,0.27366067,0.841638612012562,0.0836972100847885,33,6445
-0.79333335,0.00666667,0.27366067,0.841638612010179,0.0836972100898063,33,6447
-0.79333335,0.00666667,0.27366067,0.841638612016274,0.0836972100879293,33,6448
-0.79333335,0.00666667,0.27366072,0.84163861221533,0.0836972100918773,33,6450
-0.79333335,0.00666667,0.27366067,0.841638612025199,0.0836972100748318,33,6451
-0.79333335,0.00666667,0.2736607,0.841638612131469,0.0836972100868597,33,6453
-0.79333335,0.00666667,0.27366067,0.841638612015711,0.0836972100873869,33,6455
-0.79333335,0.00666667,0.27366067,0.841638611988224,0.0836972100975629,33,6460
-0.79333335,0.00666667,0.27366067,0.841638612017005,0.0836972100854233,33,6461
-0.79333335,0.00666667,0.27366067,0.841638612015676,0.0836972100774049,33,6462
-0.79333335,0.00666667,0.27366066,0.841638611917212,0.0836972100921468,33,6464
-0.79333335,0.00666667,0.27366067,0.841638612005712,0.0836972100763007,33,6465
-0.79333335,0.00666667,0.27366069,0.84163861208652,0.0836972100848119,33,6468
-0.79333335,0.00666667,0.27366071,0.841638612165889,0.0836972100851994,33,6471
-0.79333335,0.00666667,0.27366067,0.841638612015471,0.0836972100852129,33,6475
-0.79333335,0.00666667,0.27366067,0.841638612024385,0.0836972100787386,33,6476
-0.79333335,0.00666667,0.27366066,0.841638611927605,0.0836972100862018,33,6477
-0.79333335,0.00666667,0.27366067,0.841638612030372,0.0836972100778566,33,6479
-0.79333335,0.00666667,0.27366067,0.841638612017375,0.0836972100853166,33,6483
-0.79333335,0.00666667,0.27366066,0.84163861194294,0.0836972101112263,33,6486
-0.79333335,0.00666667,0.27366067,0.84163861199381,0.0836972100939962,33,6488
-0.79333335,0.00666667,0.27366067,0.841638612000868,0.0836972100869565,33,6490
-0.79333335,0.00666667,0.27366067,0.84163861201756,0.0836972101127713,33,6491
-0.79333335,0.00666667,0.27366067,0.841638612017525,0.0836972100612182,33,6492
-0.79333335,0.00666667,0.27366067,0.841638612011078,0.0836972100837666,33,6493
-0.79333335,0.00666667,0.27366068,0.841638612043459,0.0836972100851827,33,6494
-0.79333335,0.00666667,0.27366068,0.841638612056802,0.0836972100745308,33,6495
-0.79333335,0.00666667,0.27366068,0.841638612056839,0.0836972100851344,33,6498
-0.79333335,0.00666667,0.27366069,0.841638612081081,0.0836972100845502,34,6605
-0.79333335,0.00666667,0.27366067,0.841638612014996,0.0836972100854155,34,6607
-0.79333335,0.00666667,0.27366069,0.841638612113044,0.0836972100851616,34,6608
-0.79333335,0.00666667,0.27366068,0.841638612077494,0.0836972100595148,34,6609
-0.79333335,0.00666667,0.27366066,0.841638611965699,0.0836972100822312,34,6610
-0.79333335,0.00666667,0.27366067,0.841638612015684,0.0836972100851388,34,6611
-0.79333335,0.00666667,0.27366067,0.84163861202458,0.0836972100851363,34,6612
-0.79333335,0.00666667,0.27366067,0.841638612016763,0.0836972101040413,34,6615
-0.79333335,0.00666667,0.27366067,0.841638612022736,0.0836972100803152,34,6617
-0.79333335,0.00666667,0.27366067,0.841638612015723,0.0836972100848651,34,6618
-0.79333335,0.00666667,0.27366067,0.841638612010388,0.0836972100858265,34,6623
-0.79333335,0.00666667,0.27366067,0.841638612006087,0.0836972100848143,34,6624
-0.79333335,0.00666667,0.27366067,0.841638611981834,0.0836972101082102,34,6625
-0.79333335,0.00666667,0.27366069,0.841638612096035,0.0836972100780667,34,6626
-0.79333335,0.00666667,0.27366068,0.841638612043992,0.0836972100852109,34,6627
-0.79333335,0.00666667,0.27366069,0.841638612107595,0.0836972100874362,34,6629
-0.79333335,0.00666667,0.27366067,0.841638612016338,0.0836972100851401,34,6631
-0.79333335,0.00666667,0.27366067,0.841638612012646,0.083697210086205,34,6633
-0.79333335,0.00666667,0.2736607,0.841638612128868,0.0836972100851434,34,6634
-0.79333335,0.00666667,0.27366067,0.84163861202193,0.083697210075481,34,6635
-0.79333335,0.00666667,0.27366067,0.841638612015615,0.0836972100729933,34,6636
-0.79333335,0.00666667,0.27366067,0.841638612007741,0.0836972100778523,34,6639
-0.79333335,0.00666667,0.27366067,0.841638612015703,0.0836972100856961,34,6641
-0.79333335,0.00666667,0.27366067,0.841638612015627,0.0836972100852906,34,6642
-0.79333335,0.00666667,0.2736607,0.841638612128458,0.0836972100867729,34,6644
-0.79333335,0.00666667,0.27366067,0.841638612027877,0.0836972100897501,34,6645
-0.79333335,0.00666667,0.27366067,0.841638612010327,0.0836972100886926,34,6647
-0.79333335,0.00666667,0.27366067,0.841638612016942,0.0836972100859081,34,6648
-0.79333335,0.00666667,0.27366069,0.841638612094491,0.0836972100871013,34,6650
-0.79333335,0.00666667,0.27366067,0.841638612016178,0.0836972100787063,34,6651
-0.79333335,0.00666667,0.27366067,0.841638612003054,0.0836972100855031,34,6653
