#obj1,#con1,#con2,#var1,#var2,#Gen,#Eval
-0.78333336,0.01,0.23563769,0.844638512057984,0.0837305423094188,31,6047
-0.78333336,0.01,0.23563765,0.844638512165762,0.0837305422086683,32,6203
-0.78333336,0.01,0.23563763,0.844638512229398,0.0837305421596437,32,6237
-0.78333336,0.01,0.23563759,0.844638512341767,0.0837305421107359,32,6243
-0.78333336,0.01,0.23563776,0.844638511912368,0.0837305421575448,32,6268
-0.78333336,0.01,0.2356376,0.844638512283359,0.0837305421929179,32,6282
-0.78333336,0.01,0.23563771,0.844638512071941,0.0837305421369387,32,6299
-0.78333336,0.01,0.23563767,0.844638512134001,0.0837305422121509,33,6403
-0.78333336,0.01,0.23563772,0.844638512044133,0.0837305420829836,33,6412
-0.78333336,0.01,0.23563771,0.844638512066734,0.0837305421597123,33,6419
-0.78333336,0.01,0.23563757,0.844638512306188,0.0837305423085047,33,6425
-0.78333336,0.01,0.23563768,0.844638512100736,0.0837305422637283,33,6426
-0.78333336,0.01,0.23563773,0.844638512057732,0.0837305420204662,33,6428
-0.78333336,0.01,0.23563771,0.844638512039842,0.0837305421880617,33,6430
-0.78333336,0.01,0.2356377,0.844638512094689,0.0837305421105937,33,6433
-0.78333336,0.01,0.23563768,0.844638512129861,0.083730542173436,33,6437
-0.78333336,0.01,0.23563768,0.844638512131814,0.0837305421178033,33,6441
-0.78333336,0.01,0.23563765,0.844638512156725,0.0837305422703143,33,6442
-0.78333336,0.01,0.23563764,0.844638512171916,0.0837305422588345,33,6443
-0.78333336,0.01,0.23563771,0.844638512025525,0.0837305422976083,33,6448
-0.78333336,0.01,0.23563776,0.844638511907093,0.0837305421665559,33,6450
-0.78333336,0.01,0.2356377,0.844638512071755,0.0837305421925303,33,6453
-0.78333336,0.01,0.23563773,0.844638511956394,0.0837305422220722,33,6468
-0.78333336,0.01,0.23563773,0.844638511987293,0.083730542234801,33,6469
-0.78333336,0.01,0.23563769,0.844638512086809,0.0837305421968971,33,6482
-0.78333336,0.01,0.2356377,0.844638512060191,0.0837305422244773,33,6499
-0.78333336,0.01,0.23563767,0.844638512123255,0.0837305422183155,34,6603
-0.78333336,0.01,0.23563773,0.844638512003203,0.0837305421603147,34,6609
-0.78333336,0.01,0.23563769,0.844638512055248,0.0837305422867375,34,6611
-0.78333336,0.01,0.23563771,0.844638512079758,0.083730542105188,34,6612
-0.78333336,0.01,0.23563773,0.844638512053046,0.0837305420398371,34,6619
-0.78333336,0.01,0.23563769,0.84463851211582,0.0837305421039062,34,6621
-0.78333336,0.01,0.23563768,0.8446385120564,0.0837305423327443,34,6622
-0.78333336,0.01,0.23563771,0.844638512055824,0.0837305422019115,34,6623
-0.78333336,0.01,0.23563766,0.844638512150643,0.0837305421958423,34,6624
-0.78333336,0.01,0.23563771,0.844638512073561,0.0837305421303436,34,6626
-0.78333336,0.01,0.23563772,0.844638512024543,0.0837305421809751,34,6628
-0.78333336,0.01,0.23563773,0.844638511934705,0.0837305423179725,34,6629
-0.78333336,0.01,0.2356377,0.84463851199898,0.083730542345085,34,6630
-0.78333336,0.01,0.23563773,0.844638511961746,0.0837305423011175,34,6634
-0.78333336,0.01,0.2356376,0.844638512262072,0.0837305422372928,34,6635
-0.78333336,0.01,0.23563768,0.844638512078286,0.0837305422990779,34,6637
-0.78333336,0.01,0.23563768,0.8446385120454,0.0837305424112825,34,6640
-0.78333336,0.01,0.23563768,0.844638512122492,0.0837305421075278,34,6641
-0.78333336,0.01,0.23563767,0.844638512134747,0.0837305421833674,34,6642
-0.78333336,0.01,0.23563768,0.84463851209859,0.0837305422084948,34,6643
-0.78333336,0.01,0.23563773,0.844638512004609,0.0837305421007498,34,6645
-0.78333336,0.01,0.23563757,0.844638512322029,0.0837305422615901,34,6646
-0.78333336,0.01,0.23563769,0.844638512033168,0.0837305423522231,34,6647
-0.78333336,0.01,0.23563771,0.844638512031488,0.0837305422198633,34,6648
-0.78333336,0.01,0.23563773,0.844638511919069,0.0837305423341552,34,6650
-0.78333336,0.01,0.23563772,0.844638512056858,0.0837305420452465,34,6651
-0.78333336,0.01,0.23563769,0.844638512046168,0.0837305423383677,34,6652
-0.78333336,0.01,0.2356377,0.844638512057312,0.0837305422361881,34,6653
-0.78333336,0.01,0.23563769,0.844638512057355,0.0837305423048434,34,6662
-0.78333336,0.01,0.23563772,0.844638512008875,0.0837305422054232,34,6668
-0.78333336,0.01,0.23563769,0.844638512056486,0.0837305422645803,34,6669
-0.78333336,0.01,0.23563776,0.844638511875647,0.0837305422901757,34,6672
-0.78333336,0.01,0.23563765,0.844638512112581,0.0837305423657616,34,6673
-0.78333336,0.01,0.23563771,0.844638512058453,0.0837305420982294,34,6675
-0.78333336,0.01,0.23563766,0.844638512151567,0.0837305422026591,34,6682
-0.78333336,0.01,0.23563759,0.84463851232353,0.0837305421179817,34,6691
-0.78333336,0.01,0.23563772,0.844638512036376,0.0837305421453577,34,6693
-0.78333336,0.01,0.2356377,0.844638512070199,0.083730542203691,34,6696
-0.78333336,0.01,0.23563768,0.84463851206331,0.0837305423146782,34,6699
-0.78333336,0.01,0.23563771,0.844638512047875,0.0837305422174239,35,6802
-0.78333336,0.01,0.23563769,0.844638512071206,0.0837305422284371,35,6803
-0.78333336,0.01,0.23563776,0.844638511888651,0.0837305422777722,35,6806
-0.78333336,0.01,0.23563777,0.844638511815757,0.0837305423230471,35,6808
-0.78333336,0.01,0.23563771,0.844638512031446,0.0837305422445001,35,6809
-0.78333336,0.01,0.23563769,0.844638512057396,0.0837305423081527,35,6811
-0.78333336,0.01,0.23563768,0.844638512069889,0.0837305422817524,35,6812
-0.78333336,0.01,0.23563768,0.844638512058387,0.0837305423351308,35,6813
-0.78333336,0.01,0.23563771,0.844638512054855,0.0837305421304393,35,6819
-0.78333336,0.01,0.2356377,0.844638512073719,0.0837305421443041,35,6821
-0.78333336,0.01,0.23563768,0.84463851205786,0.0837305423169051,35,6822
-0.78333336,0.01,0.2356377,0.844638512056236,0.0837305422461355,35,6823
-0.78333336,0.01,0.23563768,0.844638512103949,0.0837305422072453,35,6824
-0.78333336,0.01,0.23563762,0.844638512217564,0.0837305423090684,35,6825
-0.78333336,0.01,0.23563771,0.844638512060596,0.0837305421772688,35,6826
-0.78333336,0.01,0.23563771,0.84463851204394,0.0837305422196875,35,6828
-0.78333336,0.01,0.23563771,0.844638512000583,0.0837305423122529,35,6829
-0.78333336,0.01,0.2356377,0.844638512021583,0.0837305423299372,35,6830
-0.78333336,0.01,0.23563772,0.84463851197828,0.0837305423016385,35,6834
-0.78333336,0.01,0.23563769,0.844638512062472,0.083730542250061,35,6835
-0.78333336,0.01,0.23563768,0.844638512076348,0.0837305423043473,35,6837
-0.78333336,0.01,0.23563768,0.844638512047003,0.083730542385519,35,6840
-0.78333336,0.01,0.23563768,0.844638512096165,0.0837305422183795,35,6841
-0.78333336,0.01,0.23563767,0.844638512126424,0.0837305421966619,35,6842
-0.78333336,0.01,0.23563768,0.844638512071319,0.0837305422901708,35,6843
-0.78333336,0.01,0.23563773,0.844638512008256,0.0837305421130851,35,6845
-0.78333336,0.01,0.23563759,0.844638512273497,0.0837305422997375,35,6846
-0.78333336,0.01,0.2356377,0.844638512038862,0.0837305423151534,35,6847
-0.78333336,0.01,0.2356377,0.844638512049628,0.0837305422421592,35,6848
-0.78333336,0.01,0.2356377,0.844638512056948,0.0837305422044173,35,6849
-0.78333336,0.01,0.23563771,0.84463851197871,0.0837305423265791,35,6850
-0.78333336,0.01,0.23563771,0.844638512057007,0.0837305421038044,35,6851
-0.78333336,0.01,0.23563769,0.844638512053653,0.0837305423151435,35,6852
-0.78333336,0.01,0.23563769,0.844638512057483,0.0837305422923903,35,6853
-0.78333336,0.01,0.23563768,0.844638512050003,0.0837305423907904,35,6857
-0.78333336,0.01,0.23563769,0.844638512057539,0.0837305423058849,35,6862
-0.78333336,0.01,0.23563768,0.844638512057678,0.0837305423639726,35,6867
-0.78333336,0.01,0.23563771,0.844638512036534,0.0837305422626412,35,6868
-0.78333336,0.01,0.23563769,0.844638512056805,0.0837305422747669,35,6869
-0.78333336,0.01,0.23563775,0.844638511893796,0.0837305423048734,35,6872
-0.78333336,0.01,0.23563767,0.844638512086316,0.0837305423445073,35,6873
-0.78333336,0.01,0.2356377,0.844638512058166,0.0837305422404814,35,6875
-0.78333336,0.01,0.23563773,0.844638511963839,0.0837305422897317,35,6876
-0.78333336,0.01,0.23563758,0.844638512294599,0.0837305422898931,35,6879
-0.78333336,0.01,0.23563766,0.844638512128095,0.0837305422812721,35,6882
-0.78333336,0.01,0.23563769,0.844638512101125,0.0837305421355995,35,6883
-0.78333336,0.01,0.2356377,0.844638512052509,0.0837305422704007,35,6889
-0.78333336,0.01,0.23563769,0.844638512104192,0.0837305421420206,35,6891
-0.78333336,0.01,0.2356377,0.844638512038027,0.0837305422648832,35,6893
-0.78333336,0.01,0.23563769,0.844638512067701,0.0837305422545989,35,6896
-0.78333336,0.01,0.23563768,0.844638512062921,0.0837305423141887,35,6899
-0.78333336,0.01,0.23563768,0.844638512085686,0.0837305422753916,36,7003
-0.78333336,0.01,0.23563773,0.84463851199932,0.0837305421214425,36,7005
-0.78333336,0.01,0.23563764,0.844638512167921,0.0837305422917817,36,7008
-0.78333336,0.01,0.23563771,0.844638512027271,0.0837305422731362,36,7009
-0.78333336,0.01,0.23563768,0.844638512049491,0.0837305423505623,36,7010
-0.78333336,0.01,0.23563769,0.844638512057466,0.0837305423031756,36,7011
